,id,year,week,inventory_doc,material,designation,type,unit,division,store,supplier,theoritical_quantity,entred_quantity,deviation,deviation_cost,dev,date_catchment,corrected_by,catchment,delete,refecrence_inventory,inventory_number,Tys,company,currency,rate,deviation_cost_euro,week_date_cpt,year_date_cpt,percent_gap,stock_accuracy
222,715957,2022,33,100808784,IS0007438S,ASNE0444SE0803SNA,CA,U,2300,2001,,131.00,131.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
223,716578,2022,33,100800760,IS0007513S,ASNE0519E1000ZUV,CA,U,2110,2001,,0.00,0.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,100.0,False
224,716642,2022,33,100808807,IS0007531S,ASNE0546DZ2002,CA,U,2300,2001,,186.00,186.00,0.00,0.00,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
225,717413,2022,33,100800763,IS0007664S,ASNE0680P00,CA,U,2110,2001,,12784.00,14527.00,1743.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,13.634230287859825,False
226,717467,2022,33,100808784,IS0007670S,ASNE0685LE2200,CA,U,2300,2001,,0.00,0.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,100.0,False
227,717587,2022,33,100800766,IS0007684S,ASNE07180120,CA,U,2110,2001,,6260.00,5250.00,-1010.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,-16.134185303514375,True
228,717627,2022,33,100808784,IS0007686S,ASNE07180220,CA,U,2300,2001,,2670.00,2604.00,-66.00,3.03,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,3.03,33,2022,-2.4719101123595504,True
229,718090,2022,33,100800769,IS0008681M,98AA-LOT-DR24-10-LG20,AF,U,2110,2001,,15000.00,15000.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
230,718295,2022,33,100808782,IS0008747S,D3899926FC98PN,CA,U,2300,2001,,420.00,420.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
231,718366,2022,33,100808782,IS0008775S,D3899926MA98BN,CA,U,2300,2001,,186.00,186.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
232,718433,2022,33,100808784,IS0008792S,D43636,CA,U,2300,2001,,0.00,0.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,100.0,False
233,718495,2022,33,100808784,IS0008797S,D43684,CA,U,2300,2001,,846.00,846.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
234,718516,2022,33,100800772,IS0008806S,D9241067600000,CA,U,2110,2001,,0.00,0.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,100.0,False
235,718559,2022,33,100800773,IS0008812S,D9251073300000,CA,U,2110,2001,,0.00,0.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,100.0,False
236,718578,2022,33,100800774,IS0008815S,D9251074120000,CA,U,2110,2001,,102.00,102.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
237,718617,2022,33,100800775,IS0008821S,D9251102000000,CA,U,2110,2001,,236.00,226.00,-10.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,-4.23728813559322,True
238,718644,2022,33,100800776,IS0008823S,D9251105800000,CA,U,2110,2001,,221.00,221.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
239,718720,2022,33,100800779,IS0008829S,D9251154120000,CA,U,2110,2001,,268.00,268.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
240,718728,2022,33,100800780,IS0008830S,D9251178520000,CA,U,2110,2001,,14.00,14.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
241,718781,2022,33,100800783,IS0008837S,D9251593600000,CA,U,2110,2001,,153.00,96.00,-57.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,-37.254901960784316,True
242,718814,2022,33,100800784,IS0008839S,D92517336000,CA,U,2110,2001,,73.00,77.00,4.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,5.47945205479452,False
243,718875,2022,33,100800786,IS0008845S,D92517995,CA,U,2110,2001,,451.00,451.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
244,718925,2022,33,100808821,IS0008850S,D92519433000,CA,U,2110,2001,,4.00,0.00,-4.00,206.20,TND,2022-08-17,L0026595,X,,,,1,LTN1,TND,3.3,680.47314,33,2022,-100.0,True
245,719204,2022,33,100800790,IS0008995S,E0242A115B0,CA,U,2110,2001,,53.00,45.00,-8.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,-15.09433962264151,True
246,720299,2022,33,100800802,IS0009123S,EN2996004A10AB,CA,U,2110,2001,,355.00,355.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
247,720605,2022,33,100808807,IS0009230S,EN2997SE01212B7,CA,U,2300,2001,,235.00,235.00,0.00,0.00,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
248,720748,2022,33,100808784,IS0009248S,EN2997SE02028A6,CA,U,2300,2001,,1.00,1.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
249,721268,2022,33,100808782,IS0009315S,EN3155003F2020,CA,U,2300,2001,,12980.00,12976.00,-4.00,0.48,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.48,33,2022,-0.030816640986132512,True
250,721776,2022,33,100808807,IS0009350S,EN3155015F2022,CA,U,2300,2001,,441.00,449.00,8.00,6.53,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,6.53,33,2022,1.8140589569160999,False
251,721869,2022,33,100790594,IS0009355S,EN3155016M2222,CA,U,2500,2001,,276.00,276.00,0.00,0.00,INR,2022-08-18,,X,,,,1,LIN1,INR,88.2,0.0,33,2022,0.0,True
252,722350,2022,33,100790595,IS0009391S,EN3545007SCE,CA,U,2500,2001,,118.00,118.00,0.00,0.00,INR,2022-08-17,,X,,,,1,LIN1,INR,88.2,0.0,33,2022,0.0,True
253,722434,2022,33,100808782,IS0009398S,EN3545D01MXA00A,CA,U,2300,2001,,12.00,12.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
254,722492,2022,33,100800808,IS0009401S,EN3545D02FXB00A,CA,U,2110,2001,,471.00,471.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
255,722696,2022,33,100808782,IS0009419S,EN3545E01MXA00A,CA,U,2300,2001,,184.00,184.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
256,722779,2022,33,100808782,IS0009423S,EN3545E02MXA00A,CA,U,2300,2001,,41.00,41.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
257,722804,2022,33,100800814,IS0009426S,EN3545E03MXA00A,CA,U,2110,2001,,2753.00,2750.00,-3.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,-0.10897203051216856,True
258,723035,2022,33,100808784,IS0009451S,EN3645F0JL20BA,CA,U,2300,2001,,110.00,110.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
259,723037,2022,33,100808828,IS0009451S,EN3645F0JL20BA,CA,U,2300,2001,,110.00,110.00,0.00,0.00,EUR,2022-08-17,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
260,723217,2022,33,100808782,IS0009478S,EN3645K6AN98BA,CA,U,2300,2001,,9.00,9.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
261,723590,2022,33,100808782,IS0009563S,EN3645M0JN43AA,CA,U,2300,2001,,20.00,20.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
262,723860,2022,33,100808784,IS0009607S,EN3646A01412BN,CA,U,2300,2001,,231.00,231.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
263,723874,2022,33,100808807,IS0009608S,EN3646A01412BX,CA,U,2300,2001,,341.00,344.00,3.00,18.24,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,18.24,33,2022,0.8797653958944283,True
264,724246,2022,33,100808782,IS0009649S,EN3646A02255AN,CA,U,2300,2001,,77.00,77.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
265,724442,2022,33,100808782,IS0009674S,EN3646A61006BN,CA,U,2300,2001,,41.00,41.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
266,724510,2022,33,100808782,IS0009680S,EN3646A61210BW,CA,U,2300,2001,,69.00,69.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
267,724523,2022,33,100808784,IS0009681S,EN3646A61210BX,CA,U,2300,2001,,227.00,227.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
268,724608,2022,33,100808782,IS0009690S,EN3646A61415BN,CA,U,2300,2001,,44.00,44.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
269,724658,2022,33,100808782,IS0009697S,EN3646A61419BN,CA,U,2300,2001,,44.00,44.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
270,724674,2022,33,100808784,IS0009698S,EN3646A61419BW,CA,U,2300,2001,,48.00,48.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
271,724702,2022,33,100808807,IS0009700S,EN3646A61419BY,CA,U,2300,2001,,98.00,98.00,0.00,0.00,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
272,724789,2022,33,100808782,IS0009711S,EN3646A61626BW,CA,U,2300,2001,,11.00,11.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
273,724815,2022,33,100808784,IS0009713S,EN3646A61626BZ,CA,U,2300,2001,,53.00,53.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
274,724880,2022,33,100808782,IS0009719S,EN3646A61832BN,CA,U,2300,2001,,22.00,22.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
275,724894,2022,33,100808782,IS0009720S,EN3646A61832BW,CA,U,2300,2001,,2.00,2.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
276,724975,2022,33,100808782,IS0009726S,EN3646A62041BN,CA,U,2300,2001,,34.00,34.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
277,724987,2022,33,100808807,IS0009727S,EN3646A62041BW,CA,U,2300,2001,,95.00,95.00,0.00,0.00,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
278,725008,2022,33,100800826,IS0009729S,EN3646A62041BY,CA,U,2110,2001,,231.00,51.00,-180.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,-77.92207792207793,True
279,725017,2022,33,100808782,IS0009729S,EN3646A62041BY,CA,U,2300,2001,,18.00,18.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
280,725101,2022,33,100800828,IS0009734S,EN3646A62255BY,CA,U,2110,2001,,270.00,270.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
281,725104,2022,33,100808782,IS0009734S,EN3646A62255BY,CA,U,2300,2001,,20.00,20.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
282,725114,2022,33,100808807,IS0009735S,EN3646A62255BZ,CA,U,2300,2001,,150.00,150.00,0.00,0.00,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
283,725186,2022,33,100808807,IS0009746S,EN3646RS01210BN,CA,U,2300,2001,,45.00,45.00,0.00,0.00,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
284,725361,2022,33,100808782,IS0009769S,EN3646RS61210BW,CA,U,2300,2001,,6.00,6.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
285,725397,2022,33,100808782,IS0009775S,EN3646RS61419BN,CA,U,2300,2001,,39.00,39.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
286,725498,2022,33,100808784,IS0009796S,EN3660004K10A,CA,U,2300,2001,,206.00,206.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
287,725527,2022,33,100808782,IS0009801S,EN3660004N14A,CA,U,2300,2001,,48.00,48.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
288,725547,2022,33,100808782,IS0009804S,EN3660005K12A,CA,U,2300,2001,,128.00,128.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
289,725705,2022,33,100790597,IS0009832S,EN4165A20221NB,CA,U,2500,2001,,25.00,25.00,0.00,0.00,INR,2022-08-16,,X,,,,1,LIN1,INR,88.2,0.0,33,2022,0.0,True
290,726022,2022,33,100800833,IS0009887S,EN6049006055,CA,M,2110,2001,,4500.00,4500.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
291,726056,2022,33,100800834,IS0009889S,EN6049006135,CA,M,2110,2001,,1500.00,1500.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
292,728450,2022,33,100808784,IS0012208S,LN9424A50,CA,M,2300,2001,,16000.00,16000.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
293,728741,2022,33,100790600,IS0012315S,M390291101,CA,U,2500,2001,,256.00,153.00,-103.00,0.00,INR,2022-08-17,,X,,QTY_GAP,,1,LIN1,INR,88.2,0.0,33,2022,-40.234375,True
294,728878,2022,33,100790603,IS0012330S,M3902963368,CA,U,2500,2001,,720.00,610.00,-110.00,0.00,INR,2022-08-16,,X,,QTY_GAP,,1,LIN1,INR,88.2,0.0,33,2022,-15.277777777777779,True
295,728903,2022,33,100790604,IS0012331S,M3902964369,CA,U,2500,2001,,3715.00,3715.00,0.00,0.00,INR,2022-08-16,,X,,,,1,LIN1,INR,88.2,0.0,33,2022,0.0,True
296,728943,2022,33,100808784,IS0012345S,M8351913,CA,U,2300,2001,,1791.00,1791.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
297,728953,2022,33,100808033,IS0012347S,M8351928,CA,U,2500,2001,,870.00,870.00,0.00,0.00,INR,2022-08-16,,X,,,,1,LIN1,INR,88.2,0.0,33,2022,0.0,True
298,729058,2022,33,100808799,IS0012368S,M8504939S9S,CA,U,2110,2001,,15.00,12.00,-3.00,416.69,TND,2022-08-16,L0026595,X,,,,1,LTN1,TND,3.3,1375.0803,33,2022,-20.0,True
299,729407,2022,33,100808784,IS0012510S,MS24266R20B25SN,CA,U,2300,2001,,54.00,54.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
300,729461,2022,33,100808784,IS0012523S,MS25036153,CA,U,2300,2001,,391.00,391.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
301,729543,2022,33,100808784,IS0012543S,MS336740,CA,U,2300,2001,,580.00,580.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
302,731326,2022,33,100790605,IS0012826S,NFL21215DB1605J,CA,U,2500,2001,,162.00,162.00,0.00,0.00,INR,2022-08-17,,X,,,,1,LIN1,INR,88.2,0.0,33,2022,0.0,True
303,731473,2022,33,100808803,IS0012867S,NSA51913V8,CA,U,2110,2001,,18.00,0.00,-18.00,30.29,TND,2022-08-16,L0026595,X,,,,1,LTN1,TND,3.3,99.9702,33,2022,-100.0,True
304,732314,2022,33,100808794,IS0012944S,NSA84203VERT,CA,M,2000,2001,,250.00,0.00,-250.00,16.70,EUR,2022-08-16,L0004011,X,,,,1,LFR1,EUR,1.0,16.7,33,2022,-100.0,True
305,732729,2022,33,100800848,IS0012949S,NSA911707,CA,U,2110,2001,,0.00,0.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,100.0,False
306,732789,2022,33,100800849,IS0012961S,NSA931321200A,CA,U,2110,2001,,95.00,94.00,-1.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,-1.0526315789473684,True
307,732891,2022,33,100800850,IS0012988S,NSA932843AA01,CA,U,2110,2001,,891.00,891.00,0.00,0.00,TND,2022-08-18,,X,,,,1,LTN1,TND,3.3,0.0,33,2022,0.0,True
308,732893,2022,33,100800851,IS0012989S,NSA932843AL01,CA,U,2110,2001,,78.00,42.00,-36.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,-46.15384615384615,True
309,733781,2022,33,100808782,IS0013091S,NSA936501TA1602,CA,U,2300,2001,,0.00,0.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,100.0,False
310,734059,2022,33,100808784,IS0013122S,NSA936507TG0805,CA,U,2300,2001,,1810.00,1810.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
311,734084,2022,33,100808807,IS0013127S,NSA936507TG1009,CA,U,2300,2001,,0.00,0.00,0.00,0.00,EUR,2022-08-17,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,100.0,False
312,734272,2022,33,100808784,IS0013147S,NSA93683022,CA,U,2300,2001,,111.00,111.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
313,735161,2022,33,100808807,IS0013231S,NSA937901E3,CA,U,2300,2001,,100.00,100.00,0.00,0.00,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
314,735384,2022,33,100808782,IS0013251S,NSA937901M2002,CA,U,2300,2001,,943.00,943.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
315,735400,2022,33,100808782,IS0013252S,NSA937901M2004,CA,U,2300,2001,,135.00,135.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
316,735625,2022,33,100800863,IS0013269S,NSA937901MA2011,CA,U,2110,2001,,2494.00,3235.00,741.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,29.71130713712911,False
317,735960,2022,33,100808784,IS0013317S,NSA93791520,CA,U,2300,2001,,242.00,242.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
318,736100,2022,33,100808784,IS0013335S,NSA938025A12M,CA,U,2300,2001,,389.00,389.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
319,736152,2022,33,100808782,IS0013341S,NSA93811210C01,CA,U,2300,2001,,123.00,123.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
320,736233,2022,33,100808784,IS0013355S,NSA9381551412,CA,U,2300,2001,,177.00,177.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
321,736243,2022,33,100808784,IS0013356S,NSA938160SH2000,CA,U,2300,2001,,1089.00,1089.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
322,736254,2022,33,100808784,IS0013357S,NSA9381630214,CA,U,2300,2001,,1263.00,1263.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
323,736283,2022,33,100808784,IS0013360S,NSA938165SJ2001,CA,U,2300,2001,,829.00,829.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
324,736295,2022,33,100808807,IS0013361S,NSA938185SV1601,CA,U,2300,2001,,66.00,66.00,0.00,0.00,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
325,736305,2022,33,100808807,IS0013362S,NSA93818601,CA,U,2300,2001,,37.00,37.00,0.00,0.00,EUR,2022-08-16,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
326,736323,2022,33,100808784,IS0013363S,NSA938192DC1201,CA,U,2300,2001,,22.00,22.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
327,736509,2022,33,100808828,IS0013386S,NSA938925BL1S1,CA,U,2300,2001,,2.00,2.00,0.00,0.00,EUR,2022-08-17,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
328,736541,2022,33,100800873,IS0013391S,NSA93952602C,CA,U,2110,2001,,137.00,152.00,15.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,10.948905109489052,False
329,736543,2022,33,100800874,IS0013392S,NSA93952603C,CA,U,2110,2001,,303.00,278.00,-25.00,0.00,TND,2022-08-18,,X,,QTY_GAP,,1,LTN1,TND,3.3,0.0,33,2022,-8.25082508250825,True
330,736569,2022,33,100808784,IS0013401S,NSA939590824,CA,U,2300,2001,,510.00,510.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
331,738908,2022,33,100808784,IS0015063S,250873814504,CA,U,2300,2001,,19.00,19.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
332,739071,2022,33,100808782,IS0015277S,EN3645M6AN35AN,CA,U,2300,2001,,57.00,57.00,0.00,0.00,EUR,2022-08-15,L0022312,X,,,,1,LFR1,EUR,1.0,0.0,33,2022,0.0,True
